Human_ENSEMBL,Human_GeneName,Zebrafish_ENSEMBL,Zebrafish_GeneName
ENSG00000213551,DNAJC9,ENSDARG00000031293,dnajc9
ENSG00000165948,IFI27L1,ENSDARG00000078389,ifi46
ENSG00000165948,IFI27L1,ENSDARG00000074754,si:dkey-188i13.9
ENSG00000132639,SNAP25,ENSDARG00000020609,snap25a
ENSG00000132639,SNAP25,ENSDARG00000058117,snap25b
ENSG00000182180,MRPS16,ENSDARG00000098972,mrps16
ENSG00000180287,PLD5,ENSDARG00000063257,si:ch211-194e18.2
ENSG00000184368,MAP7D2,ENSDARG00000045316,map7d2b
ENSG00000184368,MAP7D2,ENSDARG00000068480,map7d2a
ENSG00000076554,TPD52,ENSDARG00000061713,tpd52
ENSG00000099797,TECR,ENSDARG00000101585,tecra
ENSG00000099797,TECR,ENSDARG00000025904,tecrb
ENSG00000114354,TFG,ENSDARG00000003641,tfg
ENSG00000119698,PPP4R4,ENSDARG00000010407,ppp4r4
ENSG00000230124,ACBD6,ENSDARG00000039456,acbd6
ENSG00000159713,TPPP3,ENSDARG00000030463,tppp3
ENSG00000101346,POFUT1,ENSDARG00000008953,pofut1
ENSG00000251493,FOXD1,ENSDARG00000058133,foxd2
ENSG00000110031,LPXN,ENSDARG00000079315,lpxn
ENSG00000164331,ANKRA2,ENSDARG00000035399,ankra2
ENSG00000170191,NANP,ENSDARG00000075143,nanp
ENSG00000159714,ZDHHC1,ENSDARG00000077546,zdhhc1
ENSG00000048740,CELF2,ENSDARG00000114049,CABZ01018956.1
ENSG00000138738,PRDM5,ENSDARG00000006288,prdm5
ENSG00000177098,SCN4B,ENSDARG00000060319,scn4bb
ENSG00000177098,SCN4B,ENSDARG00000099031,scn4ba
ENSG00000007341,ST7L,ENSDARG00000032603,st7l
ENSG00000126803,HSPA2,ENSDARG00000056210,hspa1b
ENSG00000126803,HSPA2,ENSDARG00000055723,hsp70l
ENSG00000126803,HSPA2,ENSDARG00000029688,hsp70.1
ENSG00000126803,HSPA2,ENSDARG00000021924,hsp70.3
ENSG00000126803,HSPA2,ENSDARG00000092362,hsp70.2
ENSG00000136352,NKX2-1,ENSDARG00000019835,nkx2.1
ENSG00000164338,UTP15,ENSDARG00000002720,utp15
ENSG00000173674,EIF1AX,ENSDARG00000029003,eif1axa
ENSG00000129083,COPB1,ENSDARG00000056557,copb1
ENSG00000165588,OTX2,ENSDARG00000011235,otx2b
ENSG00000176387,HSD11B2,ENSDARG00000001975,hsd11b2
ENSG00000137331,IER3,ENSDARG00000099411,zgc:158343
ENSG00000126001,CEP250,ENSDARG00000017425,crocc2
ENSG00000126001,CEP250,ENSDARG00000020834,si:dkey-230p4.1
ENSG00000126001,CEP250,ENSDARG00000002991,cep135
ENSG00000137285,TUBB2B,ENSDARG00000039522,tubb2
ENSG00000159723,AGRP,ENSDARG00000069089,agrp
ENSG00000201592,,ENSDARG00000113271,CABZ01056628.1
ENSG00000177189,RPS6KA3,ENSDARG00000057927,rps6ka3b
ENSG00000177189,RPS6KA3,ENSDARG00000035556,rps6ka3a
ENSG00000137266,SLC22A23,ENSDARG00000078856,slc22a23
ENSG00000139197,PEX5,ENSDARG00000070654,pex5
ENSG00000189184,PCDH18,ENSDARG00000089805,pcdh18a
ENSG00000189184,PCDH18,ENSDARG00000052494,pcdh18b
ENSG00000164708,PGAM2,ENSDARG00000057571,pgam2
ENSG00000132612,VPS4A,ENSDARG00000030114,vps4a
ENSG00000184916,JAG2,ENSDARG00000013168,jag1b
ENSG00000184916,JAG2,ENSDARG00000030289,jag1a
ENSG00000184916,JAG2,ENSDARG00000021389,jag2b
ENSG00000184916,JAG2,ENSDARG00000070425,dll4
ENSG00000122678,POLM,ENSDARG00000103470,polm
ENSG00000099795,NDUFB7,ENSDARG00000033789,ndufb7
ENSG00000185697,MYBL1,ENSDARG00000095241,mybl2a
ENSG00000185697,MYBL1,ENSDARG00000030999,mybl1
ENSG00000213380,COG8,ENSDARG00000002798,cog8
ENSG00000105429,MEGF8,ENSDARG00000079751,megf8
ENSG00000150627,WDR17,ENSDARG00000075098,wdr17
ENSG00000258429,PDF,ENSDARG00000013950,pdf
ENSG00000132603,NIP7,ENSDARG00000059075,nip7
ENSG00000149782,PLCB3,ENSDARG00000068246,plcb3
ENSG00000113615,SEC24A,ENSDARG00000104375,sec24a
ENSG00000157315,TMED6,ENSDARG00000088079,tmed6
ENSG00000137267,TUBB2A,ENSDARG00000039522,tubb2
ENSG00000132604,TERF2,ENSDARG00000039302,terfa
ENSG00000111799,COL12A1,ENSDARG00000019601,col12a1b
ENSG00000120896,SORBS3,ENSDARG00000037476,sorbs3
ENSG00000238649,SNORD42A,ENSDARG00000082891,CR749178.1
ENSG00000101076,HNF4A,ENSDARG00000021494,hnf4a
ENSG00000160606,TLCD1,ENSDARG00000002391,tlcd1
ENSG00000179364,PACS2,ENSDARG00000078185,pacs2
ENSG00000160602,NEK8,ENSDARG00000045626,nek8
ENSG00000164615,CAMLG,ENSDARG00000100409,camlg
ENSG00000143324,XPR1,ENSDARG00000062449,xpr1a
ENSG00000145833,DDX46,ENSDARG00000099458,ddx46
ENSG00000106636,YKT6,ENSDARG00000038308,ykt6
ENSG00000138757,G3BP2,ENSDARG00000014790,g3bp2
ENSG00000138757,G3BP2,ENSDARG00000074572,G3BP2
ENSG00000176715,ACSF3,ENSDARG00000059503,ACSF3
ENSG00000173681,BCLAF3,ENSDARG00000001829,zgc:112982
ENSG00000105427,CNFN,ENSDARG00000041115,cnfn
ENSG00000079435,LIPE,ENSDARG00000101145,lipeb
ENSG00000079435,LIPE,ENSDARG00000063037,lipea
ENSG00000123700,KCNJ2,ENSDARG00000019418,kcnj2a
ENSG00000123700,KCNJ2,ENSDARG00000104389,kcnj2b
ENSG00000130119,GNL3L,ENSDARG00000020595,gnl3l
ENSG00000186919,ZACN,ENSDARG00000111812,CABZ01073083.1
ENSG00000186919,ZACN,ENSDARG00000115752,CABZ01028768.1
ENSG00000186919,ZACN,ENSDARG00000115573,CR759836.1
ENSG00000118193,KIF14,ENSDARG00000062187,kif14
ENSG00000114742,WDR48,ENSDARG00000102734,wdr48a
ENSG00000114742,WDR48,ENSDARG00000038543,wdr48b
ENSG00000114742,WDR48,ENSDARG00000102302,WDR48
ENSG00000198842,STYXL2,ENSDARG00000099889,dusp27
ENSG00000182687,GALR2,ENSDARG00000020853,galr2a
ENSG00000127951,FGL2,ENSDARG00000019686,fgl2b
ENSG00000127951,FGL2,ENSDARG00000019861,fgl2a
ENSG00000146535,GNA12,ENSDARG00000037619,GNA12
ENSG00000146535,GNA12,ENSDARG00000115627,BX324110.1
ENSG00000146535,GNA12,ENSDARG00000025826,gna12a
ENSG00000181904,C5orf24,ENSDARG00000060018,si:ch1073-44g3.1
ENSG00000181904,C5orf24,ENSDARG00000113250,C21H5orf24
ENSG00000182473,EXOC7,ENSDARG00000087229,exoc7
ENSG00000198756,COLGALT2,ENSDARG00000014670,colgalt2
ENSG00000198756,COLGALT2,ENSDARG00000078299,si:ch211-13f8.2
ENSG00000113621,TXNDC15,ENSDARG00000110357,txndc15
ENSG00000129910,CDH15,ENSDARG00000068191,cdh15
ENSG00000064601,CTSA,ENSDARG00000098114,ctsa
ENSG00000164756,SLC30A8,ENSDARG00000100917,slc30a8
ENSG00000086848,ALG9,ENSDARG00000012840,alg9
ENSG00000156042,CFAP70,ENSDARG00000058508,cfap70
ENSG00000251967,,ENSDARG00000112580,CU467861.9
ENSG00000251967,,ENSDARG00000116829,CU467861.10
ENSG00000145888,GLRA1,ENSDARG00000012019,glra1
ENSG00000183780,SLC35F3,ENSDARG00000075909,slc35f3a
ENSG00000183780,SLC35F3,ENSDARG00000059850,slc35f3b
ENSG00000103226,NOMO3,ENSDARG00000078592,nomo
ENSG00000162702,ZNF281,ENSDARG00000000567,znf281a
ENSG00000162702,ZNF281,ENSDARG00000035910,znf281b
ENSG00000107669,ATE1,ENSDARG00000103813,ATE1
ENSG00000182631,RXFP3,ENSDARG00000069246,rxfp3.3a3
ENSG00000182631,RXFP3,ENSDARG00000062111,rxfp3.3a2
ENSG00000171004,HS6ST2,ENSDARG00000012025,hs6st2
ENSG00000164175,SLC45A2,ENSDARG00000002593,slc45a2
ENSG00000139438,FAM222A,ENSDARG00000087585,FAM222A
ENSG00000139438,FAM222A,ENSDARG00000090797,fam222a
ENSG00000132002,DNAJB1,ENSDARG00000056005,dnajc18
ENSG00000132002,DNAJB1,ENSDARG00000020953,dnajb6b
ENSG00000132002,DNAJB1,ENSDARG00000099383,dnajb1a
ENSG00000132002,DNAJB1,ENSDARG00000041394,dnajb1b
ENSG00000165219,GAPVD1,ENSDARG00000090183,gapvd1
ENSG00000182979,MTA1,ENSDARG00000007198,mta1
ENSG00000199179,MIRLET7I,ENSDARG00000082738,dre-let-7i
ENSG00000120500,ARR3,ENSDARG00000056511,arr3a
ENSG00000120500,ARR3,ENSDARG00000098475,arr3b
ENSG00000221300,,ENSDARG00000080205,CU467861.1
ENSG00000202344,RN7SKP208,ENSDARG00000081270,rn7sk
ENSG00000207548,MIR217,ENSDARG00000083272,dre-mir-217
ENSG00000207798,MIR216A,ENSDARG00000081608,dre-mir-216a
ENSG00000207798,MIR216A,ENSDARG00000083359,dre-mir-216b
ENSG00000111199,TRPV4,ENSDARG00000061941,trpv4
ENSG00000076826,CAMSAP3,ENSDARG00000091359,CAMSAP3
ENSG00000076826,CAMSAP3,ENSDARG00000059475,camsap3
ENSG00000138795,LEF1,ENSDARG00000031894,lef1
ENSG00000238410,,ENSDARG00000084548,BX511227.3
ENSG00000238410,,ENSDARG00000084543,BX511227.2
ENSG00000200488,RN7SKP203,ENSDARG00000081270,rn7sk
ENSG00000074317,SNCB,ENSDARG00000104945,sncb
ENSG00000255561,FDXACB1,ENSDARG00000095750,fdxacb1
ENSG00000137720,CFAP68,ENSDARG00000101743,CFAP68
ENSG00000148600,CDHR1,ENSDARG00000094454,cdh23
ENSG00000090889,KIF4A,ENSDARG00000005462,kif4
ENSG00000200708,RN7SKP93,ENSDARG00000081270,rn7sk
ENSG00000076924,XAB2,ENSDARG00000007092,xab2
ENSG00000133317,LGALS12,ENSDARG00000044001,lgals3b
ENSG00000133317,LGALS12,ENSDARG00000092923,si:dkey-95h12.2
ENSG00000252517,,ENSDARG00000082833,CR381647.2
ENSG00000252517,,ENSDARG00000081030,CR381647.1
ENSG00000049541,RFC2,ENSDARG00000014274,rfc2
ENSG00000162975,KCNF1,ENSDARG00000027940,kcnf1a
ENSG00000162975,KCNF1,ENSDARG00000027285,kcnf1b
ENSG00000054267,ARID4B,ENSDARG00000090656,tomm20a
ENSG00000175766,EIF4E1B,ENSDARG00000014565,eif4e1b
ENSG00000112697,TMEM30A,ENSDARG00000030236,tmem30aa
ENSG00000112697,TMEM30A,ENSDARG00000043555,tmem30ab
ENSG00000147647,DPYS,ENSDARG00000079543,dpys
ENSG00000150873,C2orf50,ENSDARG00000078140,si:dkey-18j18.3
ENSG00000160801,PTH1R,ENSDARG00000020957,pth1r
ENSG00000048140,TSPAN17,ENSDARG00000114067,tspan17
ENSG00000162976,SLC66A3,ENSDARG00000054251,slc66a3
ENSG00000204033,LRIT2,ENSDARG00000030626,lrit2
ENSG00000130055,GDPD2,ENSDARG00000073870,gdpd2
ENSG00000175946,KLHL38,ENSDARG00000040278,klhl38b
ENSG00000175946,KLHL38,ENSDARG00000031383,klhl38a
ENSG00000133328,PLAAT2,ENSDARG00000077652,lratb.2
ENSG00000148604,RGR,ENSDARG00000054890,rgra
ENSG00000148604,RGR,ENSDARG00000098724,rgrb
ENSG00000184743,ATL3,ENSDARG00000004270,atl3
ENSG00000091879,ANGPT2,ENSDARG00000014946,angpt2a
ENSG00000181029,TRAPPC5,ENSDARG00000026068,trappc5
ENSG00000104921,FCER2,ENSDARG00000070414,si:dkey-61f9.1
ENSG00000104921,FCER2,ENSDARG00000112842,si:dkey-61f9.1
ENSG00000104921,FCER2,ENSDARG00000102537,si:cabz01007816.2
ENSG00000104921,FCER2,ENSDARG00000111755,CT030017.2
ENSG00000104921,FCER2,ENSDARG00000108953,si:ch211-283g2.2
ENSG00000104921,FCER2,ENSDARG00000095963,asgrl2
ENSG00000104921,FCER2,ENSDARG00000046092,si:ch211-283g2.3
ENSG00000104921,FCER2,ENSDARG00000103480,BX640512.3
ENSG00000104921,FCER2,ENSDARG00000046142,asgrl1
ENSG00000151304,SRFBP1,ENSDARG00000075323,srfbp1
ENSG00000133318,RTN3,ENSDARG00000091348,rtn3
ENSG00000169016,E2F6,ENSDARG00000008119,si:ch211-195d17.2
ENSG00000146197,SCUBE3,ENSDARG00000011490,scube3
ENSG00000113083,LOX,ENSDARG00000003259,loxa
ENSG00000120509,PDZD11,ENSDARG00000053194,pdzd11
ENSG00000065029,ZNF76,ENSDARG00000013279,znf76
ENSG00000148602,LRIT1,ENSDARG00000099406,lrit1b
ENSG00000148602,LRIT1,ENSDARG00000019179,lrit1a
ENSG00000101210,EEF1A2,ENSDARG00000006838,eef1a2
ENSG00000026025,VIM,ENSDARG00000010008,vim
ENSG00000026025,VIM,ENSDARG00000044501,viml
ENSG00000010671,BTK,ENSDARG00000004433,btk
ENSG00000182809,CRIP2,ENSDARG00000070670,crip2
ENSG00000182809,CRIP2,ENSDARG00000033201,crip2l
ENSG00000155189,AGPAT5,ENSDARG00000063187,agpat5
ENSG00000183248,PRR36,ENSDARG00000069595,si:ch211-214c7.4
ENSG00000181163,NPM1,ENSDARG00000014329,npm1a
ENSG00000106665,CLIP2,ENSDARG00000059596,clip2
ENSG00000172345,STARD5,ENSDARG00000076117,stard5
ENSG00000171017,LRRC8E,ENSDARG00000103370,lrrc8da
ENSG00000171017,LRRC8E,ENSDARG00000017720,si:ch211-106h11.1
ENSG00000188070,ZFTA,ENSDARG00000088036,si:dkey-106g10.7
ENSG00000151790,TDO2,ENSDARG00000023176,tdo2b
ENSG00000151790,TDO2,ENSDARG00000071429,tdo2a
ENSG00000136574,GATA4,ENSDARG00000098952,gata4
ENSG00000198121,LPAR1,ENSDARG00000099840,lpar1
ENSG00000075043,KCNQ2,ENSDARG00000091130,kcnq2b
ENSG00000075043,KCNQ2,ENSDARG00000075307,kcnq2a
ENSG00000076984,MAP2K7,ENSDARG00000008279,map2k7
ENSG00000188869,TMC3,ENSDARG00000090696,si:dkey-15b23.3
ENSG00000160796,NBEAL2,ENSDARG00000098641,nbeal2
ENSG00000256043,CTSO,ENSDARG00000052855,ctso
ENSG00000112033,PPARD,ENSDARG00000009473,ppardb
ENSG00000112033,PPARD,ENSDARG00000044525,pparda
ENSG00000166788,SAAL1,ENSDARG00000018681,saal1
ENSG00000175137,SH3BP5L,ENSDARG00000007136,gtf2h4
ENSG00000175137,SH3BP5L,ENSDARG00000019160,sh3bp5la
ENSG00000165124,SVEP1,ENSDARG00000013526,svep1
ENSG00000134245,WNT2B,ENSDARG00000032234,wnt2bb
ENSG00000122641,INHBA,ENSDARG00000024759,inhbab
ENSG00000122641,INHBA,ENSDARG00000012671,inhbaa
ENSG00000147316,MCPH1,ENSDARG00000058372,mcph1
ENSG00000138386,NAB1,ENSDARG00000040700,nab1b
ENSG00000182768,NGRN,ENSDARG00000061314,ngrn
ENSG00000069275,NUCKS1,ENSDARG00000012777,nucks1b
ENSG00000069275,NUCKS1,ENSDARG00000078473,nucks1a
ENSG00000187783,TMEM72,ENSDARG00000069332,tmem72
ENSG00000178531,CTXN1,ENSDARG00000113270,ctxn1
ENSG00000178531,CTXN1,ENSDARG00000098284,ctxn1
ENSG00000170522,ELOVL6,ENSDARG00000004402,elovl6
ENSG00000104980,TIMM44,ENSDARG00000104771,timm44
ENSG00000198755,RPL10A,ENSDARG00000042905,rpl10a
ENSG00000103876,FAH,ENSDARG00000101762,fah
ENSG00000172731,LRRC20,ENSDARG00000105018,lrrc20
ENSG00000196358,NTNG2,ENSDARG00000087100,ntng2b
ENSG00000196358,NTNG2,ENSDARG00000077367,ntng2a
ENSG00000187889,FYB2,ENSDARG00000077288,si:ch211-188c16.1
ENSG00000187889,FYB2,ENSDARG00000086874,si:ch211-232i5.3
ENSG00000007866,TEAD3,ENSDARG00000063649,tead3b
ENSG00000007866,TEAD3,ENSDARG00000074321,tead3a
ENSG00000199894,,ENSDARG00000113271,CABZ01056628.1
ENSG00000148444,COMMD3,ENSDARG00000045402,commd3
ENSG00000097046,CDC7,ENSDARG00000023584,cdc7
ENSG00000129654,FOXJ1,ENSDARG00000101919,foxj1a
ENSG00000182628,SKA2,ENSDARG00000114038,ska2
ENSG00000138378,STAT4,ENSDARG00000028731,stat4
ENSG00000112041,TULP1,ENSDARG00000075295,tulp1a
ENSG00000112041,TULP1,ENSDARG00000078210,tulp1b
ENSG00000112041,TULP1,ENSDARG00000100478,TULP1
ENSG00000005206,SPPL2B,ENSDARG00000030448,sppl2
ENSG00000211514,MIR454,ENSDARG00000082262,dre-mir-454a
ENSG00000207996,MIR301A,ENSDARG00000083420,dre-mir-301a
ENSG00000148965,SAA4,ENSDARG00000045999,saa
ENSG00000068489,PRR11,ENSDARG00000087393,prr11
ENSG00000114739,ACVR2B,ENSDARG00000103108,acvr2bb
ENSG00000114739,ACVR2B,ENSDARG00000044422,acvr2ba
ENSG00000167123,CERCAM,ENSDARG00000079049,cercam
ENSG00000134339,SAA2,ENSDARG00000045999,saa
ENSG00000109736,MFSD10,ENSDARG00000070957,im:7160594
ENSG00000109736,MFSD10,ENSDARG00000086786,mfsd10
ENSG00000109736,MFSD10,ENSDARG00000076959,si:ch211-38m6.6
ENSG00000109736,MFSD10,ENSDARG00000013117,hiat1a
ENSG00000109736,MFSD10,ENSDARG00000087525,CABZ01045212.1
ENSG00000203737,GPR52,ENSDARG00000093460,gpr52
ENSG00000165125,TRPV6,ENSDARG00000014496,trpv6
ENSG00000139433,GLTP,ENSDARG00000061921,gltpa
ENSG00000185420,SMYD3,ENSDARG00000058050,smyd3
ENSG00000185924,RTN4RL1,ENSDARG00000098528,rtn4rl1b
ENSG00000185924,RTN4RL1,ENSDARG00000007856,rtn4rl1a
ENSG00000169122,FAM110B,ENSDARG00000088073,fam110b
ENSG00000108963,DPH1,ENSDARG00000057973,dph1
ENSG00000168283,BMI1,ENSDARG00000013076,bmi1b
ENSG00000168283,BMI1,ENSDARG00000006010,bmi1a
ENSG00000250565,ATP6V1E2,ENSDARG00000014085,atp6v1e1a
ENSG00000250565,ATP6V1E2,ENSDARG00000030694,atp6v1e1b
ENSG00000130363,RSPH3,ENSDARG00000043470,rsph3
ENSG00000164691,TAGAP,ENSDARG00000002353,tagapa
ENSG00000164691,TAGAP,ENSDARG00000043475,TAGAP
ENSG00000164691,TAGAP,ENSDARG00000096635,si:ch211-122h15.4
ENSG00000119729,RHOQ,ENSDARG00000025953,rhoq
ENSG00000128951,DUT,ENSDARG00000106529,dut
ENSG00000128951,DUT,ENSDARG00000102748,CABZ01074745.1
ENSG00000071246,VASH1,ENSDARG00000092716,VASH1
ENSG00000106772,PRUNE2,ENSDARG00000059423,prune2
ENSG00000076321,KLHL20,ENSDARG00000038801,klhl20
ENSG00000146267,FAXC,ENSDARG00000078981,faxcb
ENSG00000146267,FAXC,ENSDARG00000075956,faxca
ENSG00000087269,NOP14,ENSDARG00000098859,nop14
ENSG00000090659,CD209,ENSDARG00000070414,si:dkey-61f9.1
ENSG00000090659,CD209,ENSDARG00000112842,si:dkey-61f9.1
ENSG00000090659,CD209,ENSDARG00000102537,si:cabz01007816.2
ENSG00000090659,CD209,ENSDARG00000111755,CT030017.2
ENSG00000090659,CD209,ENSDARG00000108953,si:ch211-283g2.2
ENSG00000090659,CD209,ENSDARG00000095963,asgrl2
ENSG00000090659,CD209,ENSDARG00000046092,si:ch211-283g2.3
ENSG00000090659,CD209,ENSDARG00000103480,BX640512.3
ENSG00000090659,CD209,ENSDARG00000046142,asgrl1
ENSG00000132423,COQ3,ENSDARG00000069857,coq3
ENSG00000132424,PNISR,ENSDARG00000069855,pnisr
ENSG00000013523,ANGEL1,ENSDARG00000077567,angel1
ENSG00000151665,PIGF,ENSDARG00000032780,pigf
ENSG00000171109,MFN1,ENSDARG00000011884,MFN1
ENSG00000171109,MFN1,ENSDARG00000079219,mfn1b
ENSG00000007520,TSR3,ENSDARG00000038567,tsr3
ENSG00000148408,CACNA1B,ENSDARG00000079295,cacna1bb
ENSG00000148408,CACNA1B,ENSDARG00000021735,cacna1ba
ENSG00000132294,EFR3A,ENSDARG00000005163,efr3a
ENSG00000262664,OVCA2,ENSDARG00000103748,ovca2
ENSG00000223174,RN7SKP17,ENSDARG00000083675,BX323829.1
ENSG00000123552,USP45,ENSDARG00000075013,usp45
ENSG00000043591,ADRB1,ENSDARG00000007490,adrb1
ENSG00000139144,PIK3C2G,ENSDARG00000099803,pik3c2g
ENSG00000133393,CEP20,ENSDARG00000071198,fopnl
ENSG00000165813,CCDC186,ENSDARG00000061020,ccdc186
ENSG00000267200,MIR132,ENSDARG00000081190,dre-mir-132-1
ENSG00000267195,MIR212,ENSDARG00000089119,BX663516.1
ENSG00000267195,MIR212,ENSDARG00000080565,dre-mir-212
ENSG00000119669,IRF2BPL,ENSDARG00000004297,irf2bpl
ENSG00000177374,HIC1,ENSDARG00000055493,hic1
ENSG00000119878,CRIPT,ENSDARG00000102511,cript
ENSG00000099849,RASSF7,ENSDARG00000079917,rassf7a
ENSG00000099849,RASSF7,ENSDARG00000003193,rassf7b
ENSG00000070366,SMG6,ENSDARG00000100481,smg6
ENSG00000241119,UGT1A9,ENSDARG00000006372,ugt5c2
ENSG00000241119,UGT1A9,ENSDARG00000061439,ugt5c3
ENSG00000241119,UGT1A9,ENSDARG00000061444,ugt5c1
ENSG00000241119,UGT1A9,ENSDARG00000054835,ugt5f1
ENSG00000241119,UGT1A9,ENSDARG00000104203,ugt5b5
ENSG00000241119,UGT1A9,ENSDARG00000104995,ugt5b1
ENSG00000241119,UGT1A9,ENSDARG00000101495,ugt5b2
ENSG00000241119,UGT1A9,ENSDARG00000091916,ugt5b4
ENSG00000241119,UGT1A9,ENSDARG00000099276,ugt5b2
ENSG00000241119,UGT1A9,ENSDARG00000016479,ugt5a1
ENSG00000241119,UGT1A9,ENSDARG00000093640,ugt5a2
ENSG00000241119,UGT1A9,ENSDARG00000116986,zgc:172315
ENSG00000241119,UGT1A9,ENSDARG00000091624,ugt2a7
ENSG00000241119,UGT1A9,ENSDARG00000113218,FP236810.2
ENSG00000241119,UGT1A9,ENSDARG00000110614,ugt2a7
ENSG00000241119,UGT1A9,ENSDARG00000093043,ugt2a7
ENSG00000241119,UGT1A9,ENSDARG00000109611,FP236810.1
ENSG00000241119,UGT1A9,ENSDARG00000002394,ugt5d1
ENSG00000241119,UGT1A9,ENSDARG00000043901,ugt5g2
ENSG00000241119,UGT1A9,ENSDARG00000032862,ugt5g1
ENSG00000241119,UGT1A9,ENSDARG00000061672,si:ch73-334d15.1
ENSG00000241119,UGT1A9,ENSDARG00000058048,ugt5e1
ENSG00000136636,KCTD3,ENSDARG00000060854,kctd3
ENSG00000129675,ARHGEF6,ENSDARG00000006683,arhgef6
ENSG00000165816,VWA2,ENSDARG00000075441,vwa2
ENSG00000125388,GRK4,ENSDARG00000070448,grk4
ENSG00000164675,IQUB,ENSDARG00000061899,iqub
ENSG00000166165,CKB,ENSDARG00000043257,ckbb
ENSG00000166165,CKB,ENSDARG00000069752,ckba
ENSG00000180035,ZNF48,ENSDARG00000075916,zgc:66472
ENSG00000180035,ZNF48,ENSDARG00000094469,wu:fc63a07
ENSG00000180035,ZNF48,ENSDARG00000097819,znf576.1
ENSG00000180035,ZNF48,ENSDARG00000075545,si:dkey-89b17.4
ENSG00000180035,ZNF48,ENSDARG00000061424,znf646
ENSG00000204176,SYT15,ENSDARG00000079926,syt15
ENSG00000167165,UGT1A6,ENSDARG00000006372,ugt5c2
ENSG00000167165,UGT1A6,ENSDARG00000061439,ugt5c3
ENSG00000167165,UGT1A6,ENSDARG00000061444,ugt5c1
ENSG00000167165,UGT1A6,ENSDARG00000054835,ugt5f1
ENSG00000167165,UGT1A6,ENSDARG00000104203,ugt5b5
ENSG00000167165,UGT1A6,ENSDARG00000104995,ugt5b1
ENSG00000167165,UGT1A6,ENSDARG00000101495,ugt5b2
ENSG00000167165,UGT1A6,ENSDARG00000091916,ugt5b4
ENSG00000167165,UGT1A6,ENSDARG00000099276,ugt5b2
ENSG00000167165,UGT1A6,ENSDARG00000016479,ugt5a1
ENSG00000167165,UGT1A6,ENSDARG00000093640,ugt5a2
ENSG00000167165,UGT1A6,ENSDARG00000116986,zgc:172315
ENSG00000167165,UGT1A6,ENSDARG00000091624,ugt2a7
ENSG00000167165,UGT1A6,ENSDARG00000113218,FP236810.2
ENSG00000167165,UGT1A6,ENSDARG00000110614,ugt2a7
ENSG00000167165,UGT1A6,ENSDARG00000093043,ugt2a7
ENSG00000167165,UGT1A6,ENSDARG00000109611,FP236810.1
ENSG00000167165,UGT1A6,ENSDARG00000002394,ugt5d1
ENSG00000167165,UGT1A6,ENSDARG00000043901,ugt5g2
ENSG00000167165,UGT1A6,ENSDARG00000032862,ugt5g1
ENSG00000167165,UGT1A6,ENSDARG00000061672,si:ch73-334d15.1
ENSG00000167165,UGT1A6,ENSDARG00000058048,ugt5e1
ENSG00000206979,SNORD61,ENSDARG00000085696,AL929434.3
ENSG00000206979,SNORD61,ENSDARG00000083171,AL929434.2
ENSG00000206979,SNORD61,ENSDARG00000082652,AL929434.1
ENSG00000072315,TRPC5,ENSDARG00000070504,trpc5a
ENSG00000072315,TRPC5,ENSDARG00000060837,trpc5b
ENSG00000166619,BLCAP,ENSDARG00000052073,blcap
ENSG00000179965,ZNF771,ENSDARG00000104858,znf740a
ENSG00000163874,ZC3H12A,ENSDARG00000101034,ZC3H12A
ENSG00000163874,ZC3H12A,ENSDARG00000005271,zc3h12a
ENSG00000181827,RFX7,ENSDARG00000103691,rfx7b
ENSG00000181827,RFX7,ENSDARG00000077237,rfx7a
ENSG00000179918,SEPHS2,ENSDARG00000017659,sephs2
ENSG00000126768,TIMM17B,ENSDARG00000060124,timm17b
ENSG00000256053,COA8,ENSDARG00000092473,coa8
ENSG00000054392,HHAT,ENSDARG00000074428,hhat
ENSG00000107679,PLEKHA1,ENSDARG00000030064,plekha1a
ENSG00000107679,PLEKHA1,ENSDARG00000094504,plekha1b
ENSG00000148110,MFSD14B,ENSDARG00000010023,CU856539.1
ENSG00000148110,MFSD14B,ENSDARG00000030129,si:ch211-87m7.2
ENSG00000083782,EPYC,ENSDARG00000056950,epyc
ENSG00000169951,ZNF764,ENSDARG00000075916,zgc:66472
ENSG00000169951,ZNF764,ENSDARG00000094469,wu:fc63a07
ENSG00000169951,ZNF764,ENSDARG00000097819,znf576.1
ENSG00000169951,ZNF764,ENSDARG00000075545,si:dkey-89b17.4
ENSG00000169951,ZNF764,ENSDARG00000061424,znf646
ENSG00000253117,OC90,ENSDARG00000001721,oc90
ENSG00000101004,NINL,ENSDARG00000098414,ninl
ENSG00000198690,FAN1,ENSDARG00000062269,fan1
ENSG00000128609,NDUFA5,ENSDARG00000039346,ndufa5
ENSG00000139329,LUM,ENSDARG00000045580,lum
ENSG00000197162,ZNF785,ENSDARG00000075916,zgc:66472
ENSG00000197162,ZNF785,ENSDARG00000094469,wu:fc63a07
ENSG00000197162,ZNF785,ENSDARG00000097819,znf576.1
ENSG00000197162,ZNF785,ENSDARG00000075545,si:dkey-89b17.4
ENSG00000197162,ZNF785,ENSDARG00000061424,znf646
ENSG00000107957,SH3PXD2A,ENSDARG00000060148,sh3pxd2aa
ENSG00000147679,UTP23,ENSDARG00000105012,utp23
ENSG00000011465,DCN,ENSDARG00000012066,dcn
